"avgAnnCount"	"avgDeathsPerYear"	"TARGET_deathRate"	"incidenceRate"	"medIncome"	"popEst2015"	"povertyPercent"	"studyPerCap"	"binnedInc"	"MedianAge"	"MedianAgeMale"	"MedianAgeFemale"	"Geography"	"AvgHouseholdSize"	"PercentMarried"	"PctNoHS18_24"	"PctHS18_24"	"PctSomeCol18_24"	"PctBachDeg18_24"	"PctHS25_Over"	"PctBachDeg25_Over"	"PctEmployed16_Over"	"PctUnemployed16_Over"	"PctPrivateCoverage"	"PctPrivateCoverageAlone"	"PctEmpPrivCoverage"	"PctPublicCoverage"	"PctPublicCoverageAlone"	"PctWhite"	"PctBlack"	"PctAsian"	"PctOtherRace"	"PctMarriedHouseholds"	"BirthRate"
14477	5108	161.4	433.8	54230	4538028	17.3	391.3594187	"(51046.4, 54545.6]"	32.8	32	33.6	"Harris County, Texas"	2.88	47.2	19.9	30.5	40.9	8.8	23.3	18.9	63.2	7.5	54.7	47.6	42.8	27.5	19.8	63.12172864	18.86174749	6.572709063	8.734237421	46.91349545	6.028644456
344	132	170.6	467.4	53945	51130	13.6	0	"(51046.4, 54545.6]"	46.5	45.4	47.4	"Loudon County, Tennessee"	2.49	61.4	13.8	54.3	NA	5.6	34.2	15.7	48.1	8.9	65.1	46	39.9	40.7	21.4	95.71363157	1.262219037	0.774453005	0.6331004	61.11249938	4.243210863
178	78	204.7	474.1	55190	33470	10.3	0	"(54545.6, 61494.5]"	38.8	38	39.7	"Jasper County, Indiana"	2.71	56.3	16.4	35	NA	7.1	42.8	9.7	58.4	6.3	73.7	58.9	53.4	28.4	14.6	96.65749821	0.738459699	0.218249223	0.678665391	59.81993998	6.211096076
1962.667684	9	127.4	453.5494221	45629	5036	15.1	0	"(45201, 48021.6]"	37.4	37.3	38.1	"Lincoln County, Nevada"	2.55	56.8	30.1	38.4	30.7	0.8	32.1	15.9	41	11.8	64.1	51.8	48.5	31.5	15.5	90.64304967	2.9264536	0.077011937	0.904890258	59.21402018	4.519774011
39	13	136.4	440.9	56791	6585	9.6	0	"(54545.6, 61494.5]"	40.8	39.5	43.5	"Kearney County, Nebraska"	2.34	61.2	14.4	39.8	32.3	13.5	32.5	16.8	67.7	3.8	78.9	60.1	46.3	27.8	10.6	98.12185066	0.152695068	0.320659643	0.488624217	55.22226238	12.76119403
5978	2528	165	430.8	45162	949827	15.2	184.2440781	"(42724.4, 45201]"	47.1	45.6	48.5	"Pinellas County, Florida"	2.27	44.2	16.2	32.4	NA	8.2	29.5	18.8	NA	8.4	61.3	46.5	38.5	37.1	20	82.64219084	10.32049101	3.170341297	0.998843772	40.13853119	4.507693163
1962.667684	31	174.2	453.5494221	50905	14219	9.3	0	"(48021.6, 51046.4]"	39.1	36.6	40.3	"Pennington County, Minnesota"	2.34	49.7	13.4	27.5	52.8	6.3	36	11.8	68.5	3	75.5	58.4	52.1	33.9	17.6	93.75620128	1.658398299	0.836286322	0.290574061	45.21959459	5.893845653
343	141	168.7	430.4	44735	67215	15.4	74.38815741	"(42724.4, 45201]"	39.1	38.4	39.9	"Marquette County, Michigan"	2.38	46.4	6.4	23.3	62.3	8	33.1	19.1	52.1	8.1	73.2	NA	49	32.7	13.9	93.37397532	1.691278743	0.705809239	0.269302477	47.85878973	3.31536726
44	17	192.1	524.5	33943	5678	23	0	"[22640, 34218.1]"	43.5	41.3	45.7	"Pulaski County, Illinois"	2.5	46	18.8	48.6	NA	0.6	35.5	8.4	41.8	16.2	54.6	NA	33.5	51.6	29.5	65.20183955	32.0047692	0.221427355	0.323624595	42.41645244	6.129303107
152	74	222.5	483.4	39232	21737	18.3	0	"(37413.8, 40362.7]"	44.1	42.9	45.3	"Henry County, Missouri"	2.29	55.6	18.9	44.5	31.7	4.9	41.3	10.2	53	7.4	62	NA	34.7	41	19.8	96.1423255	1.720068984	0.158845421	0.013615322	50.39924354	5.062186341
241	112	182.4	408.4	36424	41459	18.8	0	"(34218.1, 37413.8]"	45.8	44.9	46.7	"Delaware County, Oklahoma"	2.47	55	22	43.5	NA	3.2	37.2	11.6	47.7	9.2	52.4	33.9	28.7	44.9	23.5	66.20782922	0.304281678	1.144678693	1.113284552	52.93762454	4.550418639
63	27	159.8	416.6	50437	12022	10.7	0	"(48021.6, 51046.4]"	41.2	41.5	40.6	"Big Horn County, Wyoming"	2.59	56.2	21.7	37.4	NA	0.1	31.3	14.5	56.9	4.4	65.3	49.4	44.3	32.3	14.6	95.03993274	0.058848256	0.479192938	1.269440942	56.44622578	6.672369547
65	31	195.3	435.4	33640	11010	21.5	0	"[22640, 34218.1]"	44.2	43.1	45.9	"Green County, Kentucky"	2.46	55.3	20.9	43.5	NA	7.7	46	6.2	49.1	9	59.7	44.4	39.1	42.9	24.6	94.69010674	3.040631447	0.627859001	0	55.77395577	5.095541401
411	151	182.6	508.6	59831	60641	10	329.8098646	"(54545.6, 61494.5]"	46.1	45.3	46.8	"Belknap County, New Hampshire"	2.42	54.2	15.4	37.9	36.2	10.5	31.5	19.1	60.8	5.3	69.6	NA	48.6	33.9	16.8	96.38901306	0.543055349	1.066242819	0.322853027	53.36016587	4.824422651
33	12	185.6	538.6	39918	3789	13.7	0	"(37413.8, 40362.7]"	48.2	46.7	49.2	"Lewis County, Idaho"	2.31	55.6	41.2	34	NA	0	34.3	11.1	50.7	6.5	56.4	36.4	30.5	41.8	16.8	89.19202518	0.078698846	0.577124869	0.419727177	51.69230769	4.80349345
370	156	194.7	490.9	37873	41053	14.9	0	"(37413.8, 40362.7]"	51.5	50.2	52.4	"Baxter County, Arkansas"	2.23	57.5	17.6	42.1	NA	1.3	35.6	13.1	44	7.6	60.3	36.4	30.5	51.1	23.6	96.75194932	0.328947368	0.504385965	0.519005848	52.90134332	4.674318905
118	59	236	475.7	32239	22763	27.1	0	"[22640, 34218.1]"	34.8	32.6	37.3	"Leake County, Mississippi"	2.67	45.5	28.3	38.8	NA	4.3	35.1	8.4	48.9	10.5	48.6	37.9	33.8	41.2	25.4	52.22217423	41.35965102	0.215954736	0.077743705	45.95862401	4
38	18	180.3	383.4	46331	7158	14.8	0	"(45201, 48021.6]"	45.9	42.8	48.4	"King and Queen County, Virginia"	2.46	53.7	20.9	41	NA	2	41.1	12.5	57	5.5	65.7	50.8	44.5	31.9	16.7	68.81508584	26.54095131	0.182943991	0.197016606	49.61990325	9.290030211
19	8	160.3	481.5	50038	2704	11.1	0	"(48021.6, 51046.4]"	48.4	49.6	46.4	"Hettinger County, North Dakota"	2.25	65.9	10.8	25	57.4	6.8	37.1	12.2	57.4	1.1	81.2	56	35.7	34.7	9.9	96.03204884	0.724914155	0	0	62.51145738	15.15711645
40	18	198.4	438.4	61773	10747	10.7	0	"(61494.5, 125635]"	31.7	30.7	32.6	"Ochiltree County, Texas"	2.86	56.3	29.6	37.3	NA	1.3	29.3	10.5	66.9	5.2	61	51.6	45.9	22.9	14.6	85.90490509	0.441646307	0.375869198	7.028753994	55.46536797	9.821782178
158	62	211	535.9	32049	28265	26.9	0	"[22640, 34218.1]"	36	34.5	37.2	"Scott County, Mississippi"	2.85	42.7	22.9	32.8	39.5	4.8	34.4	7.7	50.4	13.1	48.5	37.7	32.5	40.5	24.9	59.80277807	37.33078853	0.862404128	0.943696321	41.294393	5.869989491
280	114	184.5	460.9	45065	46351	13.8	0	"(42724.4, 45201]"	44.7	44.2	45.4	"Stokes County, North Carolina"	2.43	56	19	32.7	NA	5.4	38.1	10.2	52.2	9.3	65.2	49.7	43.3	35.3	18.6	93.13988127	4.119071602	0.315038255	0.720087439	54.66048081	4.962317706
178	78	199.9	469.4	41326	28946	16.9	0	"(40362.7, 42724.4]"	42.9	41.5	44	"Giles County, Tennessee"	2.49	52.4	12.5	36.2	NA	6.4	42.3	9.7	50.6	9.9	64.4	46.8	40.8	37.9	20.1	86.09969256	10.03488894	0.659780994	0.939583405	51.85447464	4.447587616
1199	454	171	464.2	46283	260263	18.9	810.7183887	"(45201, 48021.6]"	34	32.6	35.5	"Kalamazoo County, Michigan"	2.47	44.3	7.1	20.4	NA	11.2	23.1	21	59.6	9.1	73.4	58.5	52.1	31	15.6	81.6313018	10.97128747	2.321695644	0.716644856	44.01690236	4.426449927
224	101	184.7	403.4	35849	46036	25.6	0	"(34218.1, 37413.8]"	40.2	38.8	41.2	"Gadsden County, Florida"	2.53	39.6	24.7	34.3	NA	3.7	34.6	10.4	45.1	11.2	53.7	39.2	34.6	40.5	24.8	40.57384112	54.7927796	0.480354989	2.571945545	39.47182268	4.18136909
102	38	154.1	451.7	55958	17403	8.9	57.46135724	"(54545.6, 61494.5]"	43.1	42.3	43.5	"Delaware County, Iowa"	2.48	57.8	13	32	NA	7.5	44.1	9.9	68.2	3.6	80.1	62.2	47.3	29.8	12.8	98.25783972	0.222768036	0.337008054	0.039984006	57.22070845	5.807872282
145	45	139.2	461.6	53542	27103	14.8	0	"(51046.4, 54545.6]"	41.9	39.9	43.9	"Monroe County, Georgia"	2.68	51.1	25.7	31.8	NA	9.7	35.4	12.2	49.8	10.5	66.2	51.4	46.6	31.9	17.7	73.3605796	24.15381757	0.832249675	0.546163849	55.31781651	4.581280788
103	48	195.9	436.6	32121	16203	27.1	0	"[22640, 34218.1]"	46.9	44.3	49.5	"Dixie County, Florida"	2.41	45.8	39.8	33.7	NA	3.4	41	6.1	36.6	7.2	43.8	29.5	24.6	50.4	28.7	88.10515195	8.799950283	0.745758499	0.118078429	47.2318625	5.828779599
374	187	191	387.1	42851	104354	22.3	402.4761868	"(42724.4, 45201]"	33.5	32.2	35.1	"Craighead County, Arkansas"	2.52	48.5	7.8	26.9	NA	10.7	32.8	16.1	57.6	7.5	58.2	45.5	38	37.8	23.7	81.33203167	13.66742597	1.233618318	1.059077597	46.27621114	5.052358022
360	153	170.3	422.7	47705	78572	17	1374.535458	"(45201, 48021.6]"	36	35.2	37.3	"Cape Girardeau County, Missouri"	2.49	49.2	9	20.9	NA	8.4	32	18.1	60.3	6.3	74.2	NA	51.9	28.8	13.8	88.31275932	7.646316006	1.313042806	0.454861737	50.43463668	4.895140929
110	54	230.3	502.9	46927	14327	14.1	0	"(45201, 48021.6]"	44.5	43.4	45.4	"White County, Illinois"	2.28	59.4	20.3	25.5	NA	3.5	35.1	8.7	52.5	8.8	65.5	47.4	42.5	42.4	23.1	98.17477876	0.400995575	0.373340708	0.013827434	54.14033382	4.019073569
59	30	199.5	404.3	33975	8251	20.5	0	"[22640, 34218.1]"	51.3	50.8	51.9	"Oscoda County, Michigan"	2.27	55.7	37.1	27.9	NA	2.6	40.6	6.7	39.7	13.2	57.4	NA	26	49.7	20.6	96.684036	0.438180957	0.0828991	0.272382757	51.92620727	5.041436464
126	62	205.8	445.9	41112	23258	16.3	0	"(40362.7, 42724.4]"	38.2	35.8	41.1	"Saline County, Missouri"	2.48	47.8	16	22.4	57.9	3.6	39.4	11.5	57.2	5.5	70.9	53.3	47.1	34.7	16.6	85.38613182	4.928430616	0.351418531	3.767035228	47.3428313	6.003068661
126	53	162	408	47631	28360	13.4	0	"(45201, 48021.6]"	36.4	35.6	37.3	"Morgan County, Colorado"	2.67	54.7	27	41.8	NA	2.7	32.1	8.9	61.7	6.2	62.9	49.4	42.9	36.6	21.9	89.98906873	2.609400896	0.412567439	3.230015163	53.60330103	5.340817963
134	65	220.2	463.9	38998	22477	22	0	"(37413.8, 40362.7]"	41.7	40.3	43.4	"Union Parish, Louisiana"	2.6	50.1	25.2	42.7	NA	4	44.9	8.2	45	7.7	56.1	40.6	36.4	42.4	24.5	71.29543336	25.89535348	0.18639329	1.189366707	50.46377833	4.316239316
104	43	176	458.2	39005	15989	15.2	0	"(37413.8, 40362.7]"	42.6	40.9	44.5	"Pike County, Illinois"	2.34	56.2	18.6	47.8	29.2	4.4	43	11.5	55.6	5.6	63.9	47.8	39.7	40.5	22.5	96.74801784	1.226461843	0.371655104	0.086719524	53.12265988	5.732087227
32	13	169.5	459.2	51584	5092	12	0	"(51046.4, 54545.6]"	43.5	43	44	"Scott County, Illinois"	2.42	53.9	21.3	39.3	NA	2.7	49.4	8.9	57.1	9.4	68.2	51.1	46.3	39.3	21.4	98.6533282	0	0.192381685	0	51.45951036	3.388278388
224	89	184.4	461.5	42252	47183	19.1	42.38814827	"(40362.7, 42724.4]"	36.6	35.9	37.4	"Bedford County, Tennessee"	2.72	54.2	17.1	42.3	NA	5.1	41.2	9.5	56.6	7.7	59.9	44.8	38	38.8	22.7	83.76027487	7.05432088	0.724133432	4.529639455	54.33287483	4.9190879
575	235	181.3	480.2	47185	73486	16.2	136.0803418	"(45201, 48021.6]"	50.1	47.8	52.1	"Clallam County, Washington"	2.27	50.5	20.7	34.4	NA	4	27.9	14.8	45.3	9.9	63.5	NA	33.1	45.6	21	88.08928547	0.917165076	1.480724339	0.821857259	47.16324511	5.956137583
167	69	198.5	497.2	41577	25172	16.1	0	"(40362.7, 42724.4]"	42.2	40.7	43.4	"Randolph County, Indiana"	2.39	55.4	20.7	41	NA	4.8	44	7.3	55.8	7.8	60.9	44.6	40.2	38.3	20.9	97.13627129	0.367244882	0.058602907	0.476636975	51.54335644	4.972375691
979	366	168.5	488.3	42703	136411	15.3	109.9618066	"(40362.7, 42724.4]"	44.4	42.7	46.2	"Cambria County, Pennsylvania"	2.28	48.5	9.1	32.4	NA	8.9	46.3	12	50.2	8.5	72.3	NA	45.8	39.9	17.6	93.8492334	3.407207582	0.495763411	0.304919609	47.39754633	4.763561711
279	105	166.6	469.8	54610	37001	12.9	0	"(54545.6, 61494.5]"	50	47.9	52.6	"Amador County, California"	2.36	52.2	21.5	38.2	NA	2.6	27	14.7	39.3	14	69.7	NA	39.7	44.7	19.4	86.51439384	2.311123125	1.454250574	4.119475605	55.32495512	3.698558778
96	41	227.5	524.4	36644	14568	26.8	0	"(34218.1, 37413.8]"	41.3	40.1	42.6	"Winn Parish, Louisiana"	2.36	46.9	27.7	44.1	24.3	3.9	42	7.9	41.3	6.3	56.1	40.2	35.3	40.1	22.2	65.60753955	32.56815887	0	0.228879165	49.35606748	4.891661195
31	13	174.9	447.1	47224	5281	14.8	0	"(45201, 48021.6]"	40.8	38.9	41.9	"Brule County, South Dakota"	2.47	58.1	26.9	28.7	NA	4	30.4	16.2	62.2	2.6	71.6	55.8	37.9	30.6	14.5	86.15384615	0	0	0.075046904	56.55539429	7.258064516
173	83	210.9	445.6	41161	32596	20	0	"(40362.7, 42724.4]"	39.5	38.1	41	"Jackson County, Ohio"	2.5	49.1	22.8	43.7	NA	4.1	41.8	10.9	50.9	11.5	59.4	NA	41	42.2	25.8	96.97144944	0.61484142	0.097400621	0.140013393	47.41545335	5.240979721
316	124	162	422.8	47419	56264	16.3	0	"(45201, 48021.6]"	45	44.7	45.2	"Franklin County, Virginia"	2.36	58.4	9.5	36.4	NA	4	32	13.1	54	6.2	67.4	50.2	40.1	35	17.2	89.09704342	8.450679215	0.266358874	0.878984285	57.66095994	5.965766068
237	111	215.8	473.4	41940	39258	17.2	0	"(40362.7, 42724.4]"	42.2	40.3	43.6	"Guernsey County, Ohio"	2.51	50.8	15.5	45.1	NA	6.1	43.1	8.5	51.9	11.7	59.8	45.3	42.9	42.4	25.7	95.84868521	1.557058497	0.315449452	0.232170797	49.65291169	3.383937884
160	65	175.1	465.6	42684	31333	23.6	2553.218651	"(40362.7, 42724.4]"	30.7	29.4	32.5	"McDonough County, Illinois"	2.29	40.4	4.6	15.8	NA	7.5	29.2	18.5	52.1	9.4	74.5	57.3	46.3	31.9	15.9	90.33709269	5.05482833	2.071292449	0.346777469	43.78761646	3.098048116
554	233	170.3	417.8	50106	116063	13.9	241.2482876	"(48021.6, 51046.4]"	38.8	37.5	40.2	"Wayne County, Ohio"	2.6	56.1	17.7	32.3	NA	5.2	41	13.3	60.5	4.8	69.3	54.6	48.8	29.6	15.2	95.35758553	1.68499883	0.810428964	0.393513101	57.62759264	6.420871739
1366	561	149.8	412.7	43242	173115	11.9	17.32952084	"(42724.4, 45201]"	57.3	56.2	58	"Charlotte County, Florida"	2.26	55.8	23.5	37.8	34	4.7	34.9	13.1	38.8	10.8	61.1	32.6	25.2	51	20.1	90.49902584	5.606123668	1.282399281	0.573038249	53.69071476	4.954881717
113	55	247.3	497.9	31510	17896	27.8	3911.488601	"[22640, 34218.1]"	40.1	35.6	44.1	"Lee County, South Carolina"	2.63	34.5	24.2	43.6	NA	3.8	39.8	8	41.4	14.9	53.4	38.1	33.5	46.8	26.2	32.93429392	64.81772385	0.043334597	0.157087915	38.43382929	6.288258208
72	29	184.3	456.6	37633	13048	23.7	0	"(37413.8, 40362.7]"	41	40	42.1	"Vinton County, Ohio"	2.63	54.3	16.4	43.8	NA	1.6	45.9	5.8	48.4	12	56.2	42.8	39.5	44.5	27.4	97.15883331	0.43070878	0.015112589	0	54.02644231	8.863399374
32	17	178	405.2	51470	4168	10.9	0	"(51046.4, 54545.6]"	51	49.6	52.6	"Wells County, North Dakota"	2.04	64.8	12.2	25.9	NA	14	33.8	15.6	58.5	1.3	79	53.9	37.7	35.8	11	98.02568982	0	0	0.261655566	55.52788845	7.244318182
108	44	204.9	525.8	46878	13701	14.8	2919.494927	"(45201, 48021.6]"	44.7	43.3	45.8	"Mason County, Illinois"	2.27	52.4	16.3	45.5	NA	9.9	41.3	9.6	54	9.5	65.5	45.6	39.6	43.9	23.8	97.38779555	0.899051395	0.45306527	0.01415829	48.65925441	4.758547762
116	52	216.1	480.4	31835	20142	30.9	0	"[22640, 34218.1]"	38.3	35.5	41.2	"Concordia Parish, Louisiana"	2.33	42.8	26.8	36	NA	5.6	41.3	8	44.4	11.7	49.3	36.9	32.8	34.3	18.7	57.88547117	41.22450976	0.14670644	0.195608587	41.18541033	2.773207991
191	81	189.8	460	37707	30168	20.2	0	"(37413.8, 40362.7]"	44.1	42.9	44.7	"Marion County, Alabama"	2.34	57.6	29.2	29.3	38.3	3.2	34.5	7.4	46.8	9.9	64.9	45.7	39.5	40.2	19.7	93.6189818	3.850330734	0.283015763	0.0691085	54.04278748	4.196551198
140	58	160.1	398.2	58792	29563	11.2	0	"(54545.6, 61494.5]"	40.6	40.2	41.2	"Austin County, Texas"	2.59	59.6	17.1	49.5	NA	4.7	30.3	14.4	59.6	6.2	67.3	52.2	45.6	28.4	14.2	84.75732189	8.838191511	0	3.454960881	58.69722776	4.630829016
137	59	186.1	431.1	32508	25759	25	3493.924454	"[22640, 34218.1]"	39.7	38.1	41.9	"Anson County, North Carolina"	2.55	39.3	20.6	46.1	NA	3.3	41.6	6.6	46.4	17.6	53.2	39.4	35.8	41.5	25.5	48.12703271	48.81193801	1.170843696	0.577769275	40.6686994	9.115971329
414	179	207.4	492.9	46322	67466	15.8	0	"(45201, 48021.6]"	41	40	42.2	"Williamson County, Illinois"	2.43	53.6	11.7	34.6	NA	7.2	30.4	12.5	54	7	66.6	50.2	43.3	39.2	21.5	92.49862189	4.299697561	0.949032345	0.236885624	51.71667413	5.84433073
91	41	205.3	471.1	36953	14818	19.2	0	"(34218.1, 37413.8]"	42.3	40.3	44	"Craig County, Oklahoma"	2.52	49	24.1	35.7	NA	0.7	40.3	9.9	48.6	6.4	58	39.1	34.2	39.1	18.8	65.97938144	3.228431905	0.617200217	0.969886055	51.01513474	6.007301693
59	39	226.4	354.7	32215	11183	23.1	0	"[22640, 34218.1]"	44.8	43.4	46	"Pushmataha County, Oklahoma"	2.34	53	25.6	41.6	NA	3	39.2	8.4	45.3	10.6	43.1	NA	25.4	46.9	26.7	75.44984857	1.202565473	0.427578835	0.641368252	47.54685197	5.050505051
92	37	171.8	425	42056	16901	17.5	0	"(40362.7, 42724.4]"	41.8	42.5	41.1	"Parke County, Indiana"	2.58	49.3	31	29.3	34	5.7	40.5	9.1	48.6	7.8	62.1	47.3	41.2	36.5	20.4	96.18284913	2.086865026	0.081837844	0.134447887	54.77898249	5.194197473
38	16	145	391.4	47987	6985	15.2	0	"(45201, 48021.6]"	42.9	40.6	48.3	"Bon Homme County, South Dakota"	2.23	50	17.8	50	NA	6.9	37.5	13.7	48	0.9	80.7	52.9	36.7	35.4	12.2	90.43205476	0.9981463	0.456295451	0.855553971	55.04032258	11.87558907
53	28	182.2	369.6	32826	8473	23.9	0	"[22640, 34218.1]"	47.8	46.8	48.5	"San Augustine County, Texas"	2.93	44.3	17.2	58.9	NA	0	42.9	7.1	31.2	16.3	43.9	23.2	15	47.4	25.6	74.58309373	22.23116734	0.034502588	0.667050029	48.0222068	5.389980977
466	171	176.3	490.1	56728	78444	11.7	12.74794758	"(54545.6, 61494.5]"	44.2	43.3	45.1	"Nassau County, Florida"	2.66	54.5	17.5	40.1	NA	5.3	35.5	15.1	50.9	9.8	66.2	49.1	38.9	33.7	16	90.39008962	6.425935688	0.882973115	0.421718503	55.87154667	6.279473815
3000	1247	146.4	410.8	52109	405549	10.8	199.7292559	"(51046.4, 54545.6]"	54	52.2	55.5	"Sarasota County, Florida"	2.21	53.5	14.6	38.9	NA	6.4	30.2	19.3	45.6	8.2	66.2	41.1	30.9	43.9	17.2	91.17611048	4.713573684	1.463123473	0.769313179	49.33984074	3.94772339
249	90	176.6	519	53918	36671	11.9	0	"(51046.4, 54545.6]"	41.3	40.2	42.7	"Livingston County, Illinois"	2.32	49.9	24.5	42.9	NA	3.7	40.5	9.4	52	6.3	71.8	NA	44.5	37.6	18.9	92.48321792	5.420679774	0.286555759	0.854360689	50.54618363	7.034382214
85	32	156.5	404	61762	19162	9.6	0	"(61494.5, 125635]"	481.2	39.4	41.4	"Greene County, Virginia"	2.64	59.8	7.1	52.3	NA	2.6	34.9	15.7	60	7.4	69.7	NA	50.3	26.1	13.8	88.44650966	6.58464463	1.24089133	1.019115007	58.64154127	3.450671607
22	8	159.7	466.5	49204	3754	10.6	0	"(48021.6, 51046.4]"	39	38.6	40.6	"Harper County, Oklahoma"	2.57	57.2	26.9	37.4	NA	3.4	38.6	13.2	61.7	1.6	66	51.8	47	30.1	17.7	95.96388741	0.079660117	0.132766861	1.380775358	57.54847645	4.274611399
114	50	202.3	467.3	36460	15261	19.9	65.52650547	"(34218.1, 37413.8]"	48.4	47.9	49	"Arenac County, Michigan"	2.36	55	18.2	50.2	NA	3.7	42.8	7.3	43	12	62.9	NA	35	47.9	22.2	96.45357884	0.486255187	0.2593361	0.350103734	53.45121762	5.930470348
232	95	187.8	450.4	59184	48799	9.1	0	"(54545.6, 61494.5]"	39.9	39.1	40.9	"Franklin County, Vermont"	2.57	53.4	12	39.3	NA	13.7	37.6	15.4	66.2	4.9	67.9	NA	48.9	39.1	23.2	95.46862737	0.448180429	0.313932835	0.349043744	53.47605031	4.602473498
953	382	189.5	488	50303	159875	13.8	500.3909304	"(48021.6, 51046.4]"	42.8	41.8	43.8	"St. Clair County, Michigan"	2.47	53.7	16.7	36.3	NA	5.1	35.3	11	54.1	10.4	71.2	53	47.2	36.1	17	93.62646404	2.202843626	0.625198686	0.645145204	52.59030604	4.646092865
174	71	170	427.8	46466	33775	11.8	0	"(45201, 48021.6]"	40	38.6	41.6	"Gibson County, Indiana"	2.51	55.2	17	38	39.7	5.3	40.3	10.5	60.3	4.3	73.4	NA	54.8	28.3	13.6	94.8526791	1.642509208	0.24949507	0.88808364	54.80842619	7.615257958
65	29	186.9	442.3	47391	11661	13.9	0	"(45201, 48021.6]"	38.8	37.2	39.8	"Washita County, Oklahoma"	2.46	60.5	34.1	31.7	NA	7.8	40	15	57	3.5	67.3	55.4	46.7	30.9	18.2	90.52279166	0.051506567	0.163104129	2.000171689	57.19827586	5.586592179
284	108	169.4	484.9	50002	39855	13.9	501.8190942	"(48021.6, 51046.4]"	47.2	45.3	49.2	"Knox County, Maine"	2.27	51.5	16.6	44	NA	7.7	34.8	20.6	NA	5.7	64.3	45.4	36.8	40.4	18.6	96.69964504	0.679706971	0.659567505	0.108249629	48.88522854	4.550819672
12	4	129.3	366.9	42366	2692	14.1	0	"(40362.7, 42724.4]"	40.3	40.2	40.3	"Wayne County, Utah"	2.74	67.3	24.4	8	NA	0	25.3	17.1	61.2	2.1	68.2	44.6	39.2	24.7	9.7	96.36296841	0.661278472	0.698016165	0.918442322	66.35802469	11.13360324
369	160	199.4	487.7	43810	53119	16.2	244.7335228	"(42724.4, 45201]"	45.4	43.9	46.9	"Venango County, Pennsylvania"	2.38	53.5	17.9	46.5	NA	7.2	49.7	10.7	53.2	8.1	67.3	48.1	43.3	41.3	20.3	96.82039105	0.888583831	0.387711943	0.144696323	51.88666456	5.128205128
46	17	129.5	378.7	41539	7915	12.6	0	"(40362.7, 42724.4]"	52.1	51.6	52.5	"Madison County, Montana"	2.23	55.3	13.7	29.5	NA	12.5	35.9	18.8	57.9	4.8	66.8	48.1	32.7	34.8	13.7	95.69975538	0.772499034	0.051499936	1.390498262	53.30958741	3.238866397
31	14	202.1	451.5	50348	4995	12.4	0	"(48021.6, 51046.4]"	41.5	38.3	43.4	"Dewey County, Oklahoma"	2.57	59.1	35.8	31.3	NA	2	42.3	17.6	54.9	2.7	63.8	NA	39.9	32.8	19.1	88.73123586	0.185070944	0.863664405	0.123380629	59.69746083	2.164502165
134	57	191.8	469.5	41346	25104	18.3	0	"(40362.7, 42724.4]"	38.4	36.5	40.7	"Randolph County, Missouri"	2.72	47.1	23.6	28.1	NA	2.4	38.9	9	47.5	8.9	61.5	45.9	40.2	39.1	21.4	90.5351104	5.008951661	0.517207082	0.266560573	51.46745562	2.837290098
282	121	197.4	460.5	54868	56998	13.2	0	"(54545.6, 61494.5]"	39.1	37.2	40.7	"Pickaway County, Ohio"	2.68	51.3	20.5	30.9	NA	7.1	42.9	11.2	54.7	6.9	72.5	NA	53.2	31.9	17.1	93.89365655	3.250464478	0.293727329	0.102627621	57.2713258	5.002432301
741	308	193.2	478.4	45556	119980	13.8	300.0500083	"(45201, 48021.6]"	44	43.2	44.6	"Kennebec County, Maine"	2.28	49.6	10.5	36.1	NA	7.8	35.6	15.3	NA	7.7	67.6	50.1	44.8	39.2	18.9	96.0061761	0.790177687	0.771187	0.406235551	47.20175728	4.823685961
1962.667684	36	196.4	453.5494221	39196	12717	18.2	0	"(37413.8, 40362.7]"	41.2	39.9	43.4	"Allen County, Kansas"	2.39	50.4	7.3	32.4	56.8	3.5	33.4	12.2	56.7	7	66	49	42.7	37.7	19.6	93.46380246	1.704762633	0.512193257	0.596284688	48.20957407	8.708822416
87	37	197.6	488.4	39738	13241	16.2	0	"(37413.8, 40362.7]"	42.6	41	43.5	"Greene County, Illinois"	2.43	51.6	20.3	38.4	NA	4.2	40.9	9	NA	9.4	62	45.1	39.4	44.1	25.2	97.71885647	0.955414013	0.051844171	0.481410161	50	5.104572847
17	9	274	530.3	37281	2138	23	0	"(34218.1, 37413.8]"	46.7	47.3	46.3	"Robertson County, Kentucky"	2.31	53	5	54.8	NA	0	36.1	9.8	44.1	6.7	55.8	43.4	38.6	46.3	32.4	99.0942029	0	0	0	52.25806452	1.204819277
384	149	146.8	427.6	56797	70928	13.9	0	"(54545.6, 61494.5]"	46.3	44.3	48.1	"Chatham County, North Carolina"	2.47	57	16.9	34.4	37.9	10.8	23.3	19.1	53.9	9	66.5	48.3	40.4	36.4	16.7	78.99037535	12.27773576	1.389568596	4.478652252	55.72558779	5.81829259
55	25	196.7	449.5	39896	8291	18.7	0	"(37413.8, 40362.7]"	45.4	44.9	46.7	"Prairie County, Arkansas"	2.16	56.5	26.5	30.9	36.4	6.2	41.8	7.2	50.9	6.2	51.7	39.1	30.7	47.1	28.7	86.12235182	12.3184956	0.119019281	0.3808617	50.31364349	7.01754386
