avgAnnCount;avgDeathsPerYear;TARGET_deathRate;incidenceRate;medIncome;popEst2015;povertyPercent;studyPerCap;binnedInc;MedianAge;MedianAgeMale;MedianAgeFemale;Geography;State;Region[CAT];AvgHouseholdSize;PercentMarried;PctNoHS18_24;PctHS18_24;PctSomeCol18_24;PctBachDeg18_24;PctHS25_Over;PctBachDeg25_Over;PctEmployed16_Over;PctUnemployed16_Over;PctPrivateCoverage;PctPrivateCoverageAlone;PctEmpPrivCoverage;PctPublicCoverage;PctPublicCoverageAlone;PctWhite;PctBlack;PctAsian;PctOtherRace;PctMarriedHouseholds;BirthRate;naa;nab
141,00;63,00;218,30;484,40;33595,00;26936,00;24,80;0,00;[22640, 34218.1];37,10;35,20;39,30;Lauderdale County, Tennessee;Tennessee;South;2,50;41,00;24,20;54,30;;3,60;44,50;5,80;41,80;13,40;50,80;38,00;33,60;45,20;29,60;61,86;35,09;0,48;1,12;41,51;5,48;;
224,00;99,00;187,30;438,80;34614,00;42564,00;21,80;0,00;(34218.1, 37413.8];39,90;38,70;41,40;Lawrence County, Tennessee;Tennessee;South;2,59;55,20;16,90;39,20;;4,60;42,20;7,80;50,70;10,80;58,80;44,20;37,50;37,10;20,70;95,08;1,90;0,46;0,93;54,04;7,67;;
82,00;34,00;217,10;538,70;36255,00;11854,00;20,30;0,00;(34218.1, 37413.8];43,50;41,00;46,20;Lewis County, Tennessee;Tennessee;South;2,49;57,30;10,00;63,60;26,40;0,00;43,20;8,40;50,80;7,70;57,80;43,20;34,30;40,90;23,60;94,26;1,60;1,94;1,01;54,16;4,56;;
183,00;85,00;193,00;421,90;41802,00;33743,00;16,50;0,00;(40362.7, 42724.4];42,90;41,00;44,50;Lincoln County, Tennessee;Tennessee;South;2,43;51,90;21,90;39,00;36,00;3,10;41,90;11,30;53,00;7,60;63,60;46,30;38,90;40,00;20,80;89,26;5,20;0,08;0,94;49,44;6,66;;
344,00;132,00;170,60;467,40;53945,00;51130,00;13,60;0,00;(51046.4, 54545.6];46,50;45,40;47,40;Loudon County, Tennessee;Tennessee;South;2,49;61,40;13,80;54,30;;5,60;34,20;15,70;48,10;8,90;65,10;46,00;39,90;40,70;21,40;95,71;1,26;0,77;0,63;61,11;4,24;;
304,00;137,00;195,90;447,50;39528,00;52639,00;17,40;0,00;(37413.8, 40362.7];42,70;42,20;43,10;McMinn County, Tennessee;Tennessee;South;2,58;52,10;14,10;45,60;;4,70;42,70;9,80;48,90;9,30;62,50;45,00;40,00;39,60;21,50;92,58;4,05;0,46;0,68;53,21;4,45;;
148,00;74,00;210,70;433,70;34882,00;26066,00;23,50;0,00;(34218.1, 37413.8];42,60;41,10;44,10;McNairy County, Tennessee;Tennessee;South;2,61;53,00;12,00;45,70;;4,50;44,20;7,80;42,70;14,90;54,00;;33,30;45,80;27,40;91,73;6,22;0,04;0,36;51,10;3,80;;
135,00;55,00;211,20;531,40;36886,00;23177,00;19,30;43,15;(34218.1, 37413.8];39,60;38,80;40,50;Macon County, Tennessee;Tennessee;South;2,53;56,50;16,30;44,10;;3,20;43,90;5,40;53,50;7,40;60,00;45,30;38,60;38,60;22,30;96,34;0,29;0,90;1,43;54,11;4,99;;
468,00;193,00;176,30;434,00;43113,00;97610,00;20,90;133,18;(42724.4, 45201];37,60;36,40;39,00;Madison County, Tennessee;Tennessee;South;2,56;45,80;10,20;30,00;53,70;6,10;32,90;17,00;55,20;8,40;62,70;;42,80;37,20;22,60;59,87;37,05;1,19;0,41;46,36;5,83;;
187,00;80,00;220,20;521,20;40766,00;28487,00;20,60;0,00;(40362.7, 42724.4];43,10;41,60;44,60;Marion County, Tennessee;Tennessee;South;2,43;53,90;17,60;41,80;;6,60;37,20;9,20;51,70;6,70;61,70;47,50;42,50;38,50;20,90;93,54;1,52;0,37;0,16;52,14;2,20;;
168,00;76,00;216,90;490,50;42839,00;31552,00;15,50;0,00;(42724.4, 45201];39,40;38,70;40,50;Marshall County, Tennessee;Tennessee;South;2,57;53,20;10,80;43,90;;4,50;42,00;10,40;55,40;8,40;65,00;50,40;44,50;34,10;18,30;89,37;7,20;0,55;1,35;52,45;3,44;;
411,00;172,00;187,40;450,40;51303,00;87757,00;15,50;22,79;(51046.4, 54545.6];38,60;37,40;40,20;Maury County, Tennessee;Tennessee;South;2,55;50,80;14,20;38,50;;6,10;36,60;13,20;58,90;7,70;65,40;51,10;44,60;35,30;20,60;84,06;11,72;0,75;1,05;50,00;5,32;;
71,00;35,00;229,60;461,40;34801,00;11830,00;20,80;0,00;(34218.1, 37413.8];44,30;43,60;44,80;Meigs County, Tennessee;Tennessee;South;2,51;55,70;14,80;63,80;;3,10;42,70;4,60;40,90;15,00;57,00;;37,40;42,70;23,70;96,24;1,60;0,00;0,00;54,91;5,09;;
276,00;119,00;207,00;482,90;37392,00;45771,00;20,60;21,85;(34218.1, 37413.8];43,00;41,60;44,20;Monroe County, Tennessee;Tennessee;South;2,60;60,40;17,90;53,30;23,70;5,10;42,00;8,00;44,10;12,50;58,90;41,70;36,30;42,40;23,70;95,05;2,17;0,28;0,10;59,52;6,56;;
592,00;241,00;195,40;446,60;50935,00;193479,00;13,90;0,00;(48021.6, 51046.4];30,30;29,50;31,10;Montgomery County, Tennessee;Tennessee;South;2,76;54,20;7,70;37,00;;8,70;30,80;16,60;52,10;9,70;72,10;54,50;28,70;29,00;14,90;71,70;19,23;2,12;1,72;53,62;6,72;;
36,00;13,00;137,30;408,90;50358,00;6322,00;12,50;0,00;(48021.6, 51046.4];45,50;44,80;46,10;Moore County, Tennessee;Tennessee;South;2,55;57,40;18,80;41,30;;6,70;40,20;12,20;57,90;6,50;74,60;;45,70;32,50;12,50;94,36;3,86;0,00;0,00;60,35;0,70;;
126,00;48,00;191,10;488,70;36390,00;21498,00;23,40;0,00;(34218.1, 37413.8];40,80;38,40;43,50;Morgan County, Tennessee;Tennessee;South;2,52;51,70;18,20;50,60;;2,90;51,30;4,00;38,20;8,50;60,40;44,40;39,20;43,70;24,30;94,15;4,31;0,03;0,28;57,42;3,72;;
189,00;91,00;215,60;455,60;40683,00;30639,00;20,80;0,00;(40362.7, 42724.4];42,10;41,20;42,90;Obion County, Tennessee;Tennessee;South;2,42;52,10;15,70;48,70;33,10;2,50;41,30;10,30;50,30;11,20;61,00;43,70;37,70;40,50;21,60;86,26;10,55;0,27;1,05;50,49;4,06;;
137,00;66,00;220,10;470,10;35884,00;22129,00;18,90;0,00;(34218.1, 37413.8];42,20;41,30;43,30;Overton County, Tennessee;Tennessee;South;2,45;61,30;14,30;44,70;;3,80;43,70;8,20;47,80;7,70;59,90;;36,80;41,70;24,10;97,68;0,81;0,34;0,00;59,13;3,83;;
52,00;22,00;198,40;492,40;33776,00;7929,00;23,60;0,00;[22640, 34218.1];43,70;41,60;45,00;Perry County, Tennessee;Tennessee;South;2,40;52,30;10,60;62,40;;6,70;41,40;8,00;44,50;9,50;52,70;38,40;31,70;41,30;23,90;94,90;2,80;0,14;0,00;49,07;9,32;;
38,00;14,00;160,00;483,40;31996,00;5146,00;19,20;0,00;[22640, 34218.1];49,40;47,70;50,40;Pickett County, Tennessee;Tennessee;South;2,25;66,70;7,50;62,70;;0,00;38,40;4,80;50,60;4,90;60,20;40,50;31,20;44,10;21,80;97,68;0,75;0,00;0,00;63,16;8,69;;
108,00;56,00;244,00;480,20;36643,00;16773,00;20,30;0,00;(34218.1, 37413.8];44,00;43,10;45,00;Polk County, Tennessee;Tennessee;South;2,44;56,90;12,60;44,60;;4,80;43,30;6,10;46,90;10,90;60,20;44,40;38,20;41,60;24,00;96,73;0,29;0,14;0,67;54,93;1,62;;
362,00;159,00;189,20;442,40;37693,00;74553,00;20,80;134,13;(37413.8, 40362.7];36,10;33,80;38,50;Putnam County, Tennessee;Tennessee;South;2,38;48,30;6,90;32,70;;6,30;37,80;15,40;50,50;8,40;61,00;48,00;41,40;36,10;21,10;94,22;2,41;1,11;0,37;46,05;3,64;;
206,00;77,00;193,50;532,50;37952,00;32526,00;22,00;0,00;(37413.8, 40362.7];40,50;40,00;41,10;Rhea County, Tennessee;Tennessee;South;2,51;50,90;16,10;39,50;;4,20;38,10;7,80;48,60;11,10;58,60;;35,90;45,30;25,60;94,52;2,49;0,08;0,90;49,14;6,64;;
379,00;159,00;198,70;492,70;43269,00;52753,00;18,00;0,00;(42724.4, 45201];46,10;45,30;47,00;Roane County, Tennessee;Tennessee;South;2,40;54,70;25,10;34,50;;4,50;36,60;11,30;46,90;9,80;63,70;;38,80;42,00;21,90;94,43;2,64;0,45;0,12;52,78;3,13;;
343,00;128,00;187,20;496,60;52640,00;68570,00;13,40;14,58;(51046.4, 54545.6];38,60;37,40;39,30;Robertson County, Tennessee;Tennessee;South;2,70;57,00;13,60;45,40;31,80;9,30;38,40;11,80;60,20;8,40;69,50;56,50;48,70;29,80;17,00;87,66;7,53;0,46;2,29;57,69;5,98;;
970,00;365,00;177,60;450,40;53799,00;298612,00;14,70;26,79;(51046.4, 54545.6];32,90;31,90;33,80;Rutherford County, Tennessee;Tennessee;South;2,76;51,00;8,10;32,00;;9,20;29,60;21,40;65,00;6,80;72,90;61,90;54,40;23,50;13,70;79,74;13,48;2,99;0,86;53,06;4,95;;
134,00;63,00;255,90;535,40;31397,00;21950,00;24,50;0,00;[22640, 34218.1];38,60;37,80;39,50;Scott County, Tennessee;Tennessee;South;2,61;50,20;12,60;56,00;;3,20;47,60;4,60;45,00;14,10;48,70;38,40;31,80;45,70;30,30;98,26;0,22;0,11;0,05;49,55;5,68;;
81,00;40,00;227,40;465,40;44111,00;14811,00;18,70;0,00;(42724.4, 45201];41,90;41,60;42,70;Sequatchie County, Tennessee;Tennessee;South;2,56;56,20;12,90;41,10;42,30;3,70;40,20;7,60;48,80;9,00;61,90;47,60;40,30;40,40;22,10;89,67;0,21;0,00;0,39;54,94;3,24;;
549,00;210,00;185,20;493,90;39905,00;95946,00;17,70;10,42;(37413.8, 40362.7];42,20;40,80;43,70;Sevier County, Tennessee;Tennessee;South;2,52;54,10;15,90;40,20;;8,50;37,50;10,40;;7,40;56,50;42,40;35,20;36,90;21,20;94,52;0,66;1,19;1,86;52,99;6,41;;
4118,00;1757,00;202,70;461,50;44015,00;938069,00;23,00;393,36;(42724.4, 45201];34,90;33,20;36,60;Shelby County, Tennessee;Tennessee;South;2,65;38,70;15,90;33,90;;9,10;27,10;18,90;58,70;10,30;61,30;49,90;44,60;33,40;21,20;40,16;52,72;2,50;2,74;37,74;6,41;;
106,00;48,00;225,10;486,50;43659,00;19295,00;15,00;0,00;(42724.4, 45201];41,60;40,60;42,70;Smith County, Tennessee;Tennessee;South;2,53;59,10;13,80;43,90;;3,80;48,00;6,20;53,90;5,20;64,40;50,90;44,40;36,50;22,40;95,52;2,26;0,15;0,38;57,31;3,65;;
88,00;39,00;230,10;514,70;41590,00;13259,00;17,50;301,68;(40362.7, 42724.4];43,20;42,90;44,00;Stewart County, Tennessee;Tennessee;South;2,57;57,40;10,50;47,30;39,20;3,00;42,00;8,10;45,00;10,10;66,00;43,90;34,00;40,20;18,90;93,50;1,56;1,17;0,65;57,03;3,00;;
1019,00;423,00;187,20;472,80;38840,00;156791,00;18,50;344,41;(37413.8, 40362.7];44,30;43,20;45,60;Sullivan County, Tennessee;Tennessee;South;2,32;53,90;13,00;38,00;;6,50;34,80;13,60;51,30;8,20;64,30;46,30;41,10;40,20;20,30;94,64;1,93;0,58;0,80;50,29;4,79;;
828,00;285,00;162,50;470,60;58291,00;175989,00;11,30;102,28;(54545.6, 61494.5];39,40;38,30;40,40;Sumner County, Tennessee;Tennessee;South;2,70;55,60;14,00;35,10;;9,00;32,80;16,50;61,90;6,00;70,20;57,60;49,40;30,00;17,50;88,67;6,92;1,27;1,19;56,95;5,06;;
298,00;123,00;208,40;484,60;52339,00;61870,00;15,40;32,33;(51046.4, 54545.6];37,00;36,00;38,10;Tipton County, Tennessee;Tennessee;South;2,82;51,90;14,80;44,90;;3,70;39,00;9,60;57,00;10,60;67,80;53,00;46,50;32,00;18,90;78,19;18,16;0,76;0,25;54,51;6,76;;
42,00;19,00;217,00;462,60;40251,00;8042,00;17,50;0,00;(37413.8, 40362.7];40,20;37,40;42,40;Trousdale County, Tennessee;Tennessee;South;2,65;49,20;27,60;46,80;;7,00;42,80;6,60;54,00;10,50;60,30;49,30;36,70;35,50;23,60;85,90;11,96;1,23;0,00;52,05;9,78;;
117,00;56,00;196,10;444,80;37632,00;17860,00;20,10;0,00;(37413.8, 40362.7];45,70;44,50;47,40;Unicoi County, Tennessee;Tennessee;South;2,36;52,80;8,50;35,60;;2,20;41,60;7,50;;13,70;57,80;37,30;32,50;46,90;24,40;97,04;0,80;0,28;1,03;50,30;6,40;;
117,00;49,00;221,30;526,20;37453,00;19119,00;22,60;0,00;(37413.8, 40362.7];41,00;40,50;41,90;Union County, Tennessee;Tennessee;South;2,59;55,80;11,10;49,30;;4,40;44,20;6,00;44,40;9,50;54,10;40,60;35,20;44,90;27,90;98,02;0,56;0,06;0,07;54,81;3,46;;
36,00;14,00;174,10;468,40;34884,00;5677,00;20,60;0,00;(34218.1, 37413.8];45,80;45,10;47,40;Van Buren County, Tennessee;Tennessee;South;2,61;51,80;10,40;52,50;;3,30;50,10;7,50;47,80;11,20;57,90;;36,00;41,10;24,10;97,05;0,55;0,75;0,00;56,03;4,55;;
215,00;102,00;209,60;453,30;36942,00;40435,00;19,00;0,00;(34218.1, 37413.8];39,70;38,70;40,40;Warren County, Tennessee;Tennessee;South;2,51;50,20;16,80;47,80;;4,70;42,50;8,00;51,70;8,00;55,00;40,70;34,20;43,90;27,00;91,94;1,31;0,49;2,48;47,41;6,99;;
663,00;267,00;176,70;451,10;43212,00;126302,00;16,70;47,51;(42724.4, 45201];39,80;39,50;40,10;Washington County, Tennessee;Tennessee;South;2,29;50,80;7,40;29,70;;12,10;30,70;18,00;55,50;6,20;68,00;52,80;46,20;33,90;17,00;92,14;3,95;1,36;0,43;47,88;4,08;;
93,00;44,00;201,40;434,80;33573,00;16748,00;23,30;0,00;[22640, 34218.1];42,20;40,20;45,90;Wayne County, Tennessee;Tennessee;South;2,48;49,90;17,50;51,10;29,50;1,80;43,60;5,60;40,20;12,20;54,70;;32,60;43,50;27,00;91,99;6,17;0,25;0,38;55,29;6,41;;
182,00;87,00;205,40;443,10;36205,00;33960,00;21,50;0,00;(34218.1, 37413.8];36,90;35,10;39,40;Weakley County, Tennessee;Tennessee;South;2,32;49,00;3,90;21,60;;5,10;39,80;13,60;50,50;11,20;69,20;51,70;44,10;35,00;17,80;88,40;9,10;0,15;0,64;49,55;5,01;;
158,00;72,00;203,70;459,90;35400,00;26521,00;21,90;0,00;(34218.1, 37413.8];42,50;40,90;43,70;White County, Tennessee;Tennessee;South;2,65;53,90;12,80;52,40;;1,50;45,30;7,50;;10,50;58,80;42,90;37,70;42,20;23,80;95,81;1,73;0,02;0,06;55,07;5,23;;
788,00;232,00;139,00;443,40;97936,00;211672,00;5,60;118,11;(61494.5, 125635];38,90;37,90;39,60;Williamson County, Tennessee;Tennessee;South;2,86;66,00;16,20;30,40;;18,80;16,40;35,80;65,50;4,20;86,60;75,70;64,00;16,50;7,40;89,77;4,37;3,56;0,64;69,99;4,47;;
573,00;219,00;179,20;463,30;60955,00;128911,00;10,10;23,27;(54545.6, 61494.5];40,10;39,10;40,90;Wilson County, Tennessee;Tennessee;South;2,72;56,60;13,60;40,30;;7,10;32,10;19,90;61,50;6,50;74,00;61,10;51,90;26,80;14,50;88,28;6,76;1,33;1,64;58,37;4,28;;
248,00;156,00;245,20;394,30;42471,00;57580,00;20,40;0,00;(40362.7, 42724.4];38,90;38,20;41,30;Anderson County, Texas;Texas;South;2,68;44,50;24,20;51,20;;2,00;36,90;7,50;41,40;4,30;59,70;46,50;41,60;34,10;19,00;74,18;21,18;0,61;2,35;52,91;7,11;;
57,00;25,00;182,20;401,30;66878,00;18105,00;10,70;0,00;(61494.5, 125635];31,30;30,30;33,90;Andrews County, Texas;Texas;South;3,05;58,10;21,20;46,70;28,80;3,40;33,60;8,80;64,80;3,90;63,30;53,50;48,60;23,40;14,60;92,34;1,96;0,38;2,29;62,71;10,78;;
474,00;163,00;168,30;499,20;42128,00;88255,00;17,90;11,33;(40362.7, 42724.4];36,40;35,60;37,50;Angelina County, Texas;Texas;South;2,77;50,00;14,50;33,80;;4,80;31,60;10,10;54,20;9,10;54,40;41,40;35,70;37,60;22,20;78,44;15,10;0,97;3,44;51,12;5,73;;
165,00;76,00;194,60;433,40;44551,00;25350,00;17,50;0,00;(42724.4, 45201];49,00;48,30;50,10;Aransas County, Texas;Texas;South;2,46;55,00;23,30;38,40;;3,70;30,90;12,50;46,70;6,80;54,30;37,20;28,50;42,40;22,90;88,66;1,68;1,66;2,14;55,79;8,07;;
33,00;16,00;138,80;289,20;58867,00;8715,00;9,40;0,00;(54545.6, 61494.5];44,10;43,10;45,00;Archer County, Texas;Texas;South;2,60;62,00;19,00;38,80;;6,60;36,50;16,60;59,70;3,00;72,30;;49,20;28,20;12,50;94,09;1,04;0,47;1,53;65,25;3,58;;
12,00;6,00;213,40;435,70;55177,00;1947,00;11,00;0,00;(54545.6, 61494.5];45,10;43,40;47,50;Armstrong County, Texas;Texas;South;2,63;61,10;8,30;57,70;;10,70;24,30;16,10;59,60;1,10;75,70;;48,30;28,00;11,70;90,12;1,18;0,00;4,43;67,93;2,95;;
186,00;81,00;169,10;387,60;52785,00;48435,00;16,90;454,22;(51046.4, 54545.6];35,50;34,50;36,60;Atascosa County, Texas;Texas;South;3,04;52,10;19,40;36,30;39,30;5,00;36,00;9,30;56,90;6,50;57,70;46,30;39,00;32,60;20,50;91,72;0,78;0,31;4,06;53,24;5,56;;
140,00;58,00;160,10;398,20;58792,00;29563,00;11,20;0,00;(54545.6, 61494.5];40,60;40,20;41,20;Austin County, Texas;Texas;South;2,59;59,60;17,10;49,50;;4,70;30,30;14,40;59,60;6,20;67,30;52,20;45,60;28,40;14,20;84,76;8,84;0,00;3,45;58,70;4,63;;
26,00;9,00;110,40;334,40;36821,00;7210,00;19,90;0,00;(34218.1, 37413.8];34,90;35,60;34,60;Bailey County, Texas;Texas;South;2,92;57,90;48,90;43,90;7,10;0,00;32,40;4,60;62,60;4,30;45,20;34,70;31,70;34,50;21,60;84,90;2,06;0,41;12,14;58,24;2,60;;
122,00;45,00;140,00;388,90;50107,00;21269,00;13,50;0,00;(48021.6, 51046.4];51,50;51,70;51,40;Bandera County, Texas;Texas;South;2,45;57,50;21,80;48,50;;1,60;29,20;15,40;51,40;4,80;63,00;;32,80;37,30;15,30;93,48;1,41;0,22;0,54;56,63;6,42;;
326,00;140,00;181,80;415,60;52886,00;80527,00;14,70;0,00;(51046.4, 54545.6];38,70;38,30;39,20;Bastrop County, Texas;Texas;South;2,94;52,80;25,30;36,20;;3,30;30,40;12,00;54,60;9,80;62,00;47,50;41,90;31,10;16,20;81,05;7,89;0,88;7,50;55,78;4,58;;
27,00;13,00;212,30;458,20;36027,00;3618,00;18,30;0,00;(34218.1, 37413.8];48,50;46,40;50,00;Baylor County, Texas;Texas;South;2,06;56,50;34,10;42,90;;0,00;31,70;19,60;;1,40;64,20;44,20;31,00;32,90;13,30;93,11;1,90;0,00;1,32;48,64;6,07;;
102,00;45,00;151,60;341,00;40680,00;32874,00;24,90;0,00;(40362.7, 42724.4];35,30;34,90;36,30;Bee County, Texas;Texas;South;2,85;39,90;25,60;40,90;;0,50;33,10;6,30;39,30;7,00;52,10;39,50;35,30;35,80;23,10;82,21;8,72;0,23;6,80;47,26;8,62;;
1184,00;430,00;177,30;475,20;51048,00;334941,00;14,20;8,96;(51046.4, 54545.6];30,20;29,00;31,20;Bell County, Texas;Texas;South;2,89;52,80;10,70;38,60;44,70;6,00;28,20;15,20;52,50;9,50;70,20;46,00;30,10;29,30;13,70;64,72;21,53;2,86;4,43;52,54;5,84;;
6298,00;2451,00;157,20;399,20;50699,00;1897753,00;18,30;286,65;(48021.6, 51046.4];33,10;31,80;34,50;Bexar County, Texas;Texas;South;2,90;45,00;15,60;31,60;45,30;7,50;25,20;17,10;59,00;7,40;61,10;;39,80;30,80;18,30;77,71;7,48;2,63;8,32;45,73;5,99;;
53,00;24,00;154,00;372,80;57177,00;11004,00;12,00;0,00;(54545.6, 61494.5];48,60;47,80;49,20;Blanco County, Texas;Texas;South;2,55;61,90;13,10;22,60;48,80;15,50;30,70;19,70;52,40;6,40;64,80;46,20;37,00;32,70;12,70;92,85;0,61;0,48;2,47;60,61;3,87;;
107,00;55,00;190,70;393,20;44397,00;17891,00;15,00;0,00;(42724.4, 45201];46,00;45,30;46,70;Bosque County, Texas;Texas;South;2,52;57,80;16,30;37,70;;4,00;34,70;11,50;49,50;7,90;59,90;;35,00;36,30;16,90;94,17;1,50;0,45;1,54;57,04;3,01;;
455,00;200,00;184,80;427,60;41883,00;93389,00;20,10;0,00;(40362.7, 42724.4];37,70;36,00;39,60;Bowie County, Texas;Texas;South;2,63;46,60;17,30;40,90;;3,20;36,00;11,90;49,00;8,50;59,70;;40,30;36,10;19,60;69,25;24,27;0,98;2,23;47,41;7,43;;
1217,00;464,00;169,30;429,30;73788,00;346312,00;9,90;2,89;(61494.5, 125635];35,50;35,00;35,80;Brazoria County, Texas;Texas;South;2,85;54,50;14,90;32,40;;8,10;25,70;18,50;61,30;5,40;69,60;60,20;55,60;21,70;12,50;74,70;13,00;5,95;4,18;56,55;6,53;;
545,00;193,00;151,80;424,70;41641,00;215037,00;26,40;51,15;(40362.7, 42724.4];25,20;24,60;25,80;Brazos County, Texas;Texas;South;2,58;37,40;5,30;12,50;70,30;12,00;20,40;20,80;58,70;6,40;72,60;62,30;50,70;19,80;11,20;73,93;10,75;5,74;6,53;39,41;4,69;;
45,00;19,00;160,40;387,70;40179,00;9145,00;13,80;0,00;(37413.8, 40362.7];42,10;42,10;42,10;Brewster County, Texas;Texas;South;2,27;45,90;10,80;23,30;;16,70;21,40;22,80;58,40;4,90;65,00;49,50;42,70;29,80;13,00;93,22;1,33;0,00;2,11;40,97;1,81;;
35,00;16,00;173,30;408,00;27875,00;7230,00;32,40;0,00;[22640, 34218.1];31,70;26,50;38,70;Brooks County, Texas;Texas;South;3,31;32,80;25,20;31,30;43,50;0,00;37,60;7,70;41,80;19,80;33,50;24,10;21,60;45,80;29,90;84,91;0,08;1,87;11,95;41,78;6,83;;
210,00;97,00;188,40;427,70;41316,00;37896,00;17,50;0,00;(40362.7, 42724.4];41,00;39,50;42,00;Brown County, Texas;Texas;South;2,71;52,50;17,30;31,10;44,30;7,20;37,90;13,10;50,00;4,30;60,30;45,10;40,60;36,90;19,30;91,56;4,31;0,47;1,57;53,83;2,55;;
98,00;44,00;224,00;508,00;33134,00;13786,00;27,40;0,00;[22640, 34218.1];42,30;40,60;43,40;Bienville Parish, Louisiana;Louisiana;South;2,35;43,40;20,30;39,60;35,10;5,00;42,70;7,10;46,40;10,10;53,60;;34,00;44,20;24,30;55,60;41,95;0,01;1,10;40,16;7,94;;
583,00;206,00;172,60;490,90;51138,00;125175,00;14,30;191,73;(51046.4, 54545.6];34,70;33,20;36,20;Bossier Parish, Louisiana;Louisiana;South;2,57;49,00;18,70;33,20;;6,90;29,40;16,10;59,30;5,70;68,50;52,60;42,20;31,00;16,60;72,23;21,33;1,47;1,84;47,02;5,82;;
1401,00;577,00;199,40;492,80;39812,00;251460,00;24,10;365,86;(37413.8, 40362.7];36,60;34,80;38,40;Caddo Parish, Louisiana;Louisiana;South;2,55;39,30;22,20;30,30;40,40;7,00;32,90;15,00;;7,00;56,70;43,10;37,40;39,00;24,00;47,85;47,94;1,20;0,99;37,40;5,27;;
1006,00;396,00;192,20;490,40;45979,00;198788,00;18,40;5,03;(45201, 48021.6];36,10;34,80;37,40;Calcasieu Parish, Louisiana;Louisiana;South;2,55;47,30;15,40;35,20;;6,10;35,80;14,40;56,90;8,30;62,20;48,30;42,60;33,70;19,60;70,80;24,90;1,32;0,52;46,04;6,06;;
57,00;25,00;200,10;467,60;36350,00;9993,00;23,30;0,00;(34218.1, 37413.8];39,90;36,80;43,50;Caldwell Parish, Louisiana;Louisiana;South;2,48;46,40;26,30;37,50;;1,00;42,80;6,40;49,70;10,20;49,80;38,00;35,00;38,60;23,20;81,29;17,57;0,14;0,00;46,07;2,08;;
39,00;10,00;133,30;509,40;59300,00;6817,00;12,20;0,00;(54545.6, 61494.5];42,60;40,10;43,80;Cameron Parish, Louisiana;Louisiana;South;2,57;64,90;34,00;33,80;;9,70;38,50;11,50;57,80;6,30;75,20;56,30;51,30;30,30;13,50;94,53;3,09;0,33;1,91;65,57;7,70;;
63,00;28,00;224,90;504,40;34116,00;10147,00;23,30;0,00;[22640, 34218.1];38,50;35,60;42,50;Catahoula Parish, Louisiana;Louisiana;South;2,48;48,20;35,10;42,50;22,40;0,00;42,20;9,90;45,70;8,30;50,50;36,40;33,20;37,60;20,10;66,30;32,46;0,04;0,09;50,91;2,47;;
102,00;38,00;177,80;473,50;35385,00;16295,00;28,20;0,00;(34218.1, 37413.8];42,20;39,80;45,80;Claiborne Parish, Louisiana;Louisiana;South;2,51;37,00;38,20;41,40;20,00;0,40;40,70;8,60;39,80;13,50;49,40;34,20;30,00;47,10;27,20;46,53;50,17;0,03;0,27;39,73;8,81;;
116,00;52,00;216,10;480,40;31835,00;20142,00;30,90;0,00;[22640, 34218.1];38,30;35,50;41,20;Concordia Parish, Louisiana;Louisiana;South;2,33;42,80;26,80;36,00;;5,60;41,30;8,00;44,40;11,70;49,30;36,90;32,80;34,30;18,70;57,89;41,22;0,15;0,20;41,19;2,77;;
161,00;64,00;197,80;503,80;40642,00;27052,00;23,50;258,76;(40362.7, 42724.4];39,80;39,10;40,60;De Soto Parish, Louisiana;Louisiana;South;2,61;46,40;31,00;25,60;;6,30;41,20;8,50;49,60;9,30;57,00;;38,00;39,90;22,50;58,09;38,00;0,30;1,05;45,38;5,39;;
2082,00;759,00;178,80;487,10;46831,00;446753,00;18,40;346,95;(45201, 48021.6];33,20;31,70;34,70;East Baton Rouge Parish, Louisiana;Louisiana;South;2,57;39,00;12,80;22,80;;11,80;26,70;21,60;60,90;7,60;65,90;55,20;47,80;30,30;19,00;48,64;45,53;3,21;0,85;38,79;4,47;;
41,00;20,00;250,70;512,70;25402,00;7307,00;43,00;0,00;[22640, 34218.1];33,30;32,10;36,80;East Carroll Parish, Louisiana;Louisiana;South;2,26;28,10;39,70;47,00;;0,70;38,50;6,60;32,00;19,20;36,30;26,10;22,50;51,10;36,30;28,74;69,71;0,16;0,16;28,86;4,31;;
135,00;48,00;212,20;570,80;41651,00;19696,00;20,40;0,00;(40362.7, 42724.4];41,80;40,90;43,50;East Feliciana Parish, Louisiana;Louisiana;South;2,43;42,50;32,80;28,80;35,50;2,90;43,50;8,90;43,60;6,50;60,30;45,80;40,70;39,00;23,50;53,74;44,91;0,09;0,16;46,95;4,20;;
169,00;77,00;211,40;459,20;32615,00;33743,00;24,10;0,00;[22640, 34218.1];35,80;34,60;37,50;Evangeline Parish, Louisiana;Louisiana;South;2,65;43,70;33,70;36,00;28,00;2,30;34,60;9,30;42,40;10,40;49,00;35,50;30,90;47,80;31,20;68,48;27,86;0,07;1,65;45,15;8,60;;
124,00;37,00;140,50;479,60;32318,00;20410,00;29,00;0,00;[22640, 34218.1];37,90;35,80;40,60;Franklin Parish, Louisiana;Louisiana;South;2,54;42,80;29,20;32,40;;3,80;40,30;6,40;44,70;11,50;46,40;33,70;27,70;43,00;26,20;66,25;32,72;0,06;0,00;42,82;5,70;;
