"avgAnnCount"	"avgDeathsPerYear"	"TARGET_deathRate"	"incidenceRate"	"medIncome"	"popEst2015"	"povertyPercent"	"studyPerCap"	"binnedInc"	"MedianAge"	"MedianAgeMale"	"MedianAgeFemale"	"Geography"	"State"	"Region.CAT."	"AvgHouseholdSize"	"PercentMarried"	"PctNoHS18_24"	"PctHS18_24"	"PctSomeCol18_24"	"PctBachDeg18_24"	"PctHS25_Over"	"PctBachDeg25_Over"	"PctEmployed16_Over"	"PctUnemployed16_Over"	"PctPrivateCoverage"	"PctPrivateCoverageAlone"	"PctEmpPrivCoverage"	"PctPublicCoverage"	"PctPublicCoverageAlone"	"PctWhite"	"PctBlack"	"PctAsian"	"PctOtherRace"	"PctMarriedHouseholds"	"BirthRate"	"NOTINUSE1"	"NOTINUSE2"
39	22	195.2	364.1	32225	6996	27.5	0	"[22640, 34218.1]"	45	43.3	46.4	"Lafayette County, Arkansas"	"Arkansas"	"South"	2.52	41.5	15.4	44.4	NA	6.5	43.3	9.4	42.7	12.5	49.6	NA	25.5	48	26.9	60.88033012	38.19807428	0.247592847	0.041265475	41.97879859	3.516921035	""	""
85	38	196	460.7	40418	15018	17	0	"(40362.7, 42724.4]"	41.3	41	41.5	"Cleburne County, Alabama"	"Alabama"	"South"	2.57	56.7	18.7	42.1	NA	6.9	38.3	6.9	51.1	8.3	59.9	NA	38.8	40.4	22	93.97413678	2.94627383	0.353286229	0.566591121	55.86911357	4.221954162	""	""
206	104	212.3	423.4	40877	43908	20.8	0	"(40362.7, 42724.4]"	37.8	36.3	40.2	"Miller County, Arkansas"	"Arkansas"	"South"	2.5	45.7	18.1	38.2	42.1	1.6	39.3	10	53.9	9.6	55.4	41.2	35	39.9	23.9	71.41253551	24.91752955	0.114542289	0.774305874	43.88561321	7.403380449	""	""
250	102	173.3	430.4	46931	51211	16.8	0	"(45201, 48021.6]"	38.8	37.6	39.7	"Coffee County, Alabama"	"Alabama"	"South"	2.62	51	19.9	29.3	NA	8.2	29.5	15.2	52.1	7.1	68.1	46.2	33.4	36.3	18	76.77658989	17.35123025	1.232214449	0.782171213	49.88517745	4.884815874	""	""
55	25	196.7	449.5	39896	8291	18.7	0	"(37413.8, 40362.7]"	45.4	44.9	46.7	"Prairie County, Arkansas"	"Arkansas"	"South"	2.16	56.5	26.5	30.9	36.4	6.2	41.8	7.2	50.9	6.2	51.7	39.1	30.7	47.1	28.7	86.12235182	12.3184956	0.119019281	0.3808617	50.31364349	7.01754386	""	""
60	30	207.4	410	33202	10513	23.7	0	"[22640, 34218.1]"	41.3	40.1	42.9	"Scott County, Arkansas"	"Arkansas"	"South"	2.66	56.8	10.5	43.1	NA	1.2	39.6	6.9	49.9	10.9	56.8	39.7	33.7	44.6	24.7	89.48482061	0.165593376	2.861085557	2.5574977	56.99136868	3.421727973	""	""
583	258	187.5	429.4	39907	127780	22.1	62.60760682	"(37413.8, 40362.7]"	36.9	35.8	38.3	"Sebastian County, Arkansas"	"Arkansas"	"South"	2.53	50.3	15.8	36.4	NA	5.3	31.9	13.1	55.1	6.1	58.1	44.5	39.8	37.9	22.7	81.4076827	6.285700816	4.388990595	2.247923754	47.87510841	6.387886081	""	""
81	36	171.7	408.4	30010	12456	24.4	0	"[22640, 34218.1]"	48.5	47.4	50	"Stone County, Arkansas"	"Arkansas"	"South"	2.4	55.4	13.1	42.2	NA	5.4	35.4	9.5	42.4	7	48.5	29.6	20	54	27.9	96.72314578	0.039961637	0.239769821	0.223785166	52.9949436	4.961659901	""	""
255	116	218.7	494.4	40841	40144	23.1	0	"(40362.7, 42724.4]"	39.7	38.3	41.1	"Union County, Arkansas"	"Arkansas"	"South"	2.43	50.8	18.9	31	47.8	2.4	37.7	12.6	NA	9.7	58.1	NA	36	41.3	23.2	64.66665026	32.78862009	0.556198164	0.21903379	47.75641026	5.453756912	""	""
406	174	201.4	473.3	42044	79161	19.4	12.63248317	"(40362.7, 42724.4]"	36.2	35	37.2	"White County, Arkansas"	"Arkansas"	"South"	2.55	53.8	11.8	24.3	NA	6.3	37.6	11.7	52	7.1	61.2	NA	39.6	37	20.9	91.11873888	4.590643275	0.559369438	1.254767353	54.51299143	5.493655215	""	""
298	116	157.4	413.9	53321	44828	13.7	0	"(51046.4, 54545.6]"	50.7	50	51.4	"Calaveras County, California"	"California"	"West"	2.45	55.5	15	35.3	NA	6.3	27.6	14.4	43	12.1	66.6	44.3	36.8	43.4	19.2	92.05441508	0.583018741	0.897982889	1.188375366	54.85049834	2.851375221	""	""
325	121	159.7	430.2	53572	66418	12	813.0326116	"(51046.4, 54545.6]"	40.9	39.8	42.4	"Lewis and Clark County, Montana"	"Montana"	"West"	2.38	51.7	13.6	31.7	49.4	5.3	23.7	24.3	63.1	4.9	74.1	58.3	50.6	30.3	13.2	93.63954894	0.526339948	0.627323776	0.2585798	49.23186185	5.247084953	""	""
46	17	129.5	378.7	41539	7915	12.6	0	"(40362.7, 42724.4]"	52.1	51.6	52.5	"Madison County, Montana"	"Montana"	"West"	2.23	55.3	13.7	29.5	NA	12.5	35.9	18.8	57.9	4.8	66.8	48.1	32.7	34.8	13.7	95.69975538	0.772499034	0.051499936	1.390498262	53.30958741	3.238866397	""	""
29	10	151.2	456.8	41595	4169	15.7	0	"(40362.7, 42724.4]"	47.9	45.6	49.1	"Phillips County, Montana"	"Montana"	"West"	2.26	60.8	20	30.2	NA	4.4	37.3	15.3	52.5	6.3	62.5	41	29.2	35.2	13.6	87.20902328	0	0	0.719942405	55.58628319	9.448818898	""	""
43	16	161	462	40072	6840	20.2	0	"(37413.8, 40362.7]"	45.4	43.6	49.3	"Powell County, Montana"	"Montana"	"West"	2.25	43.3	22.1	46.1	NA	4	37	12.1	43.3	2.2	63.2	45.4	38.9	38.2	18.8	92.30107527	0.47311828	1.103942652	0.229390681	49.78991597	6.109979633	""	""
238	93	151.6	404.2	42902	41373	17.2	0	"(42724.4, 45201]"	47.6	46.4	48.9	"Ravalli County, Montana"	"Montana"	"West"	2.43	53.2	26.3	28.8	NA	6.1	33.9	16.6	51.6	8.2	59.2	NA	27.9	41	20.1	95.58337212	0.301300737	0.543811087	0.320897533	51.43251847	3.969171484	""	""
25	10	165.6	473.1	45000	3634	12	0	"(42724.4, 45201]"	46.1	44.2	48.8	"Sweet Grass County, Montana"	"Montana"	"West"	2.55	62.4	28.6	30.8	40.7	0	38.1	20	NA	0.9	72.5	54.2	42.1	33.6	14.6	95.95375723	0.192678227	0.715661987	0	62.55319149	9.191759113	""	""
46	15	129.5	424	46328	7659	12.4	130.565348	"(45201, 48021.6]"	45.5	44.4	46.4	"Valley County, Montana"	"Montana"	"West"	2.26	60.5	25.8	43.5	NA	10.7	37.8	14.1	62	2.6	64	45.2	34.9	40.4	19.9	86.44582289	0.158374027	0.197967533	0.158374027	55.44764795	5.681818182	""	""
46	16	139	472.7	50919	6414	14	0	"(48021.6, 51046.4]"	46.5	44.2	48.1	"Antelope County, Nebraska"	"Nebraska"	"Midwest"	2.27	66	11.2	19.6	NA	5.7	33.1	12.8	63.4	1.6	76	58.1	38.1	31	12.2	98.18069689	0.123342584	0.277520814	0.493370336	60.12052464	8.048993876	""	""
203	75	159.1	443.6	51550	48863	12.5	900.4768434	"(51046.4, 54545.6]"	32.5	31.9	33.4	"Buffalo County, Nebraska"	"Nebraska"	"Midwest"	2.49	50.8	5.3	17.5	NA	10.1	25.6	23.1	72.3	3.5	81.3	NA	56.9	22.7	9.7	93.25868468	1.173943868	1.282372076	2.33329163	51.21512642	4.894004637	""	""
45	19	163	394.5	50758	10520	10.3	0	"(48021.6, 51046.4]"	34.2	33.8	35	"Colfax County, Nebraska"	"Nebraska"	"Midwest"	2.87	56.8	20.8	35.5	NA	2	33.2	9.5	67.8	6.4	70.3	58.8	49.9	25.7	14.2	91.21839954	2.128872838	0.142558449	2.927200152	54.87066593	6.487488415	""	""
68	29	159.7	429.8	45644	10806	13.4	9439.200444	"(45201, 48021.6]"	43.8	42	45.5	"Custer County, Nebraska"	"Nebraska"	"Midwest"	2.25	62.4	26.9	33.2	NA	1.9	32.8	14.6	66	2.3	71.2	51.3	36.6	34.1	14.3	97.35234216	0.805406406	0.379559341	0.555452694	56.33298209	7.021791768	""	""
14	6	187.4	445.3	55319	1973	9.1	0	"(54545.6, 61494.5]"	46.7	45.6	48.8	"Gosper County, Nebraska"	"Nebraska"	"Midwest"	2.46	64.9	10.9	55.5	NA	8	34.8	14.5	68.5	5.1	78.6	55.5	44.6	27.9	10.7	97.01417004	0	0	1.062753036	64.63878327	1.38121547	""	""
300	108	160.8	469.4	48499	61680	14.7	551.232166	"(48021.6, 51046.4]"	35.8	34.8	37.1	"Hall County, Nebraska"	"Nebraska"	"Midwest"	2.67	52	17.7	43.3	34.5	4.5	32.5	12.4	67.5	6	65.7	52.7	46.8	30.2	16.7	92.75233583	2.197657587	1.115278326	2.107185156	49.11068515	8.958855626	""	""
25	14	223.9	445.6	46744	3452	11.4	0	"(45201, 48021.6]"	49.5	46.9	50.6	"Harlan County, Nebraska"	"Nebraska"	"Midwest"	2.19	62.4	15.1	27.4	NA	5.7	37.6	12.4	59.7	1.7	74.1	53.3	38.9	33.7	12	97.36842105	0.20242915	0.26026605	0.08675535	55.94855305	5.410122164	""	""
62	26	155.3	407.3	46667	10313	12.5	0	"(45201, 48021.6]"	45.5	42.9	47.5	"Holt County, Nebraska"	"Nebraska"	"Midwest"	2.25	63.9	14.8	27.2	NA	19.7	34	14.9	67.5	0.9	77.3	59.2	41.1	30.4	11.5	97.41296403	0.086555107	0.384689363	0.605885747	57.8539823	8.200103146	""	""
30	9	131.6	444.6	46961	4854	14	0	"(45201, 48021.6]"	41.3	41.1	41.7	"Morrill County, Nebraska"	"Nebraska"	"Midwest"	2.38	53.6	24.8	27.9	NA	2.5	32.3	13.6	64.7	4	69.2	54.9	40.7	30.9	15.8	96.12228149	0.800164136	0.307755437	1.292572835	49.67188289	5.760869565	""	""
85	34	149.1	410.1	51527	15984	10	0	"(51046.4, 54545.6]"	41.8	39.6	43.8	"Otoe County, Nebraska"	"Nebraska"	"Midwest"	2.41	55.9	17	40.4	NA	8.7	37.7	15.1	65.3	4.6	77.7	59.3	51.9	28.8	11.4	96.5029668	0.113622017	0.486049741	0.580734756	52.75321855	8.147459727	""	""
21	9	171.1	425	42977	2659	12.2	0	"(42724.4, 45201]"	49.1	46.9	50.9	"Pawnee County, Nebraska"	"Nebraska"	"Midwest"	2.13	62.2	31.4	15.1	NA	24.4	45.3	10.8	57.2	4.6	70.5	NA	33.6	35.1	10.6	99.08290536	0	0	0	54.32196669	1.111111111	""	""
111	47	176.2	428.6	61961	21016	8.2	333.0795584	"(61494.5, 125635]"	41.4	40.6	42.4	"Saunders County, Nebraska"	"Nebraska"	"Midwest"	2.56	60.4	10.8	29	42.2	18	33	16.1	65.4	3.5	80.2	62.5	50.7	28.5	11.5	97.25051403	0.655094917	0.272557739	0.535552049	59.45375543	6.021555764	""	""
44	21	230.9	483.5	27323	6572	29.5	0	"[22640, 34218.1]"	44.2	43.4	45	"Hancock County, Tennessee"	"Tennessee"	"South"	2.35	51.7	5.7	58.9	NA	0	39.4	7.3	41.5	12.1	48.1	37.3	34.1	49.4	31.1	97.41041855	0.451671183	0.060222824	0.060222824	47.56717502	8.014184397	""	""
141	63	218.3	484.4	33595	26936	24.8	0	"[22640, 34218.1]"	37.1	35.2	39.3	"Lauderdale County, Tennessee"	"Tennessee"	"South"	2.5	41	24.2	54.3	NA	3.6	44.5	5.8	41.8	13.4	50.8	38	33.6	45.2	29.6	61.85875232	35.09315638	0.477631531	1.122981004	41.51020408	5.484147386	""	""
148	74	210.7	433.7	34882	26066	23.5	0	"(34218.1, 37413.8]"	42.6	41.1	44.1	"McNairy County, Tennessee"	"Tennessee"	"South"	2.61	53	12	45.7	NA	4.5	44.2	7.8	42.7	14.9	54	NA	33.3	45.8	27.4	91.72508907	6.221507106	0.038309773	0.356280887	51.1041329	3.799063738	""	""
135	55	211.2	531.4	36886	23177	19.3	43.14622255	"(34218.1, 37413.8]"	39.6	38.8	40.5	"Macon County, Tennessee"	"Tennessee"	"South"	2.53	56.5	16.3	44.1	NA	3.2	43.9	5.4	53.5	7.4	60	45.3	38.6	38.6	22.3	96.34462458	0.289969685	0.900663415	1.432274505	54.11020777	4.994346023	""	""
36	13	137.3	408.9	50358	6322	12.5	0	"(48021.6, 51046.4]"	45.5	44.8	46.1	"Moore County, Tennessee"	"Tennessee"	"South"	2.55	57.4	18.8	41.3	NA	6.7	40.2	12.2	57.9	6.5	74.6	NA	45.7	32.5	12.5	94.36309243	3.857660211	0	0	60.35044825	0.702028081	""	""
52	22	198.4	492.4	33776	7929	23.6	0	"[22640, 34218.1]"	43.7	41.6	45	"Perry County, Tennessee"	"Tennessee"	"South"	2.4	52.3	10.6	62.4	NA	6.7	41.4	8	44.5	9.5	52.7	38.4	31.7	41.3	23.9	94.90081384	2.797558494	0.139877925	0	49.0700558	9.322033898	""	""
38	14	160	483.4	31996	5146	19.2	0	"[22640, 34218.1]"	49.4	47.7	50.4	"Pickett County, Tennessee"	"Tennessee"	"South"	2.25	66.7	7.5	62.7	NA	0	38.4	4.8	50.6	4.9	60.2	40.5	31.2	44.1	21.8	97.68491269	0.74553659	0	0	63.15789474	8.686210641	""	""
206	77	193.5	532.5	37952	32526	22	0	"(37413.8, 40362.7]"	40.5	40	41.1	"Rhea County, Tennessee"	"Tennessee"	"South"	2.51	50.9	16.1	39.5	NA	4.2	38.1	7.8	48.6	11.1	58.6	NA	35.9	45.3	25.6	94.52367722	2.488115083	0.080261777	0.904488486	49.14308489	6.638495093	""	""
828	285	162.5	470.6	58291	175989	11.3	102.2791197	"(54545.6, 61494.5]"	39.4	38.3	40.4	"Sumner County, Tennessee"	"Tennessee"	"South"	2.7	55.6	14	35.1	NA	9	32.8	16.5	61.9	6	70.2	57.6	49.4	30	17.5	88.66663129	6.919462573	1.271643586	1.194413493	56.95154185	5.056955471	""	""
663	267	176.7	451.1	43212	126302	16.7	47.50518598	"(42724.4, 45201]"	39.8	39.5	40.1	"Washington County, Tennessee"	"Tennessee"	"South"	2.29	50.8	7.4	29.7	NA	12.1	30.7	18	55.5	6.2	68	52.8	46.2	33.9	17	92.13913515	3.945194986	1.363741551	0.430907219	47.87605912	4.081698817	""	""
573	219	179.2	463.3	60955	128911	10.1	23.27186974	"(54545.6, 61494.5]"	40.1	39.1	40.9	"Wilson County, Tennessee"	"Tennessee"	"South"	2.72	56.6	13.6	40.3	NA	7.1	32.1	19.9	61.5	6.5	74	61.1	51.9	26.8	14.5	88.27555229	6.762219772	1.325493079	1.636653191	58.3677686	4.280356467	""	""
455	200	184.8	427.6	41883	93389	20.1	0	"(40362.7, 42724.4]"	37.7	36	39.6	"Bowie County, Texas"	"Texas"	"South"	2.63	46.6	17.3	40.9	NA	3.2	36	11.9	49	8.5	59.7	NA	40.3	36.1	19.6	69.25339488	24.27030218	0.984380871	2.232837744	47.41046585	7.433542774	""	""
45	19	160.4	387.7	40179	9145	13.8	0	"(37413.8, 40362.7]"	42.1	42.1	42.1	"Brewster County, Texas"	"Texas"	"South"	2.27	45.9	10.8	23.3	NA	16.7	21.4	22.8	58.4	4.9	65	49.5	42.7	29.8	13	93.22144017	1.331889551	0	2.111532214	40.9689441	1.812688822	""	""
210	97	188.4	427.7	41316	37896	17.5	0	"(40362.7, 42724.4]"	41	39.5	42	"Brown County, Texas"	"Texas"	"South"	2.71	52.5	17.3	31.1	44.3	7.2	37.9	13.1	50	4.3	60.3	45.1	40.6	36.9	19.3	91.55763487	4.305764809	0.470488727	1.572701081	53.83226777	2.5472273	""	""
1006	396	192.2	490.4	45979	198788	18.4	5.030484738	"(45201, 48021.6]"	36.1	34.8	37.4	"Calcasieu Parish, Louisiana"	"Louisiana"	"South"	2.55	47.3	15.4	35.2	NA	6.1	35.8	14.4	56.9	8.3	62.2	48.3	42.6	33.7	19.6	70.80255453	24.90262243	1.315043877	0.515092885	46.04447395	6.064227035	""	""
116	52	216.1	480.4	31835	20142	30.9	0	"[22640, 34218.1]"	38.3	35.5	41.2	"Concordia Parish, Louisiana"	"Louisiana"	"South"	2.33	42.8	26.8	36	NA	5.6	41.3	8	44.4	11.7	49.3	36.9	32.8	34.3	18.7	57.88547117	41.22450976	0.14670644	0.195608587	41.18541033	2.773207991	""	""
106	41	180.7	458.7	51304	23495	16	0	"(51046.4, 54545.6]"	36.5	36.6	36.4	"Plaquemines Parish, Louisiana"	"Louisiana"	"South"	2.7	52.2	20.6	28.2	NA	3.1	39.3	10.2	54.2	4.7	67.4	55.5	39.7	29	18.4	69.24869698	20.93309039	3.288274927	2.18229586	51.06802879	6.549831829	""	""
120	48	201.2	497.4	47477	21567	16.1	0	"(45201, 48021.6]"	38.8	36.7	40.2	"St. James Parish, Louisiana"	"Louisiana"	"South"	2.69	46.7	26.1	27.7	NA	4.3	44.8	10	53	11	64.7	52.1	47.8	32.3	19	48.66974596	50.31408776	0.055427252	0.23556582	47.51381215	4.363776791	""	""
497	202	217.8	530.4	32683	83848	30.1	0	"[22640, 34218.1]"	36.6	35.2	37.8	"St. Landry Parish, Louisiana"	"Louisiana"	"South"	2.68	43.1	26.8	50.8	20	2.4	44.5	9	49.2	6.1	56.3	45.3	41.4	37.8	24.7	56.36324495	40.86924282	0.392283497	0.480786481	42.65554216	6.971510409	""	""
282	118	200.6	474	42075	52810	21.8	0	"(40362.7, 42724.4]"	37.7	37.1	38.2	"St. Mary Parish, Louisiana"	"Louisiana"	"South"	2.58	43	24.1	40.4	NA	2.9	43.4	7.9	50.7	12.2	51.3	38.3	33.5	40.5	25.3	59.90531614	31.129657	1.626092326	2.019049045	41.74704724	6.284065406	""	""
1273	458	177.7	494.5	63441	250088	11.2	115.9591824	"(61494.5, 125635]"	39.8	38.7	41	"St. Tammany Parish, Louisiana"	"Louisiana"	"South"	2.7	54.3	23.9	30.4	NA	7.3	27	20.3	58.5	7.6	67.8	NA	45.6	30.6	18.1	83.73394798	11.74761278	1.553753704	0.73674679	55.78754661	5.430602081	""	""
600	242	188	478.2	46701	107233	15.4	83.92938741	"(45201, 48021.6]"	40.6	39.6	41.4	"Androscoggin County, Maine"	"Maine"	"Northeast"	2.34	49	13.4	32.5	NA	6.8	37.2	13.9	NA	7.2	65.5	50.5	46.1	38.8	20.8	92.46692056	1.41163763	0.801728232	0.279347816	46.16229053	5.235413921	""	""
1620	607	173.3	479.6	61436	289977	10.8	500.0396583	"(54545.6, 61494.5]"	41.9	40.3	43.3	"Cumberland County, Maine"	"Maine"	"Northeast"	2.37	49.4	10	24.3	51.3	14.4	24.1	27.3	64.5	5.4	74.3	NA	53.5	30.1	14.6	92.5076629	2.659033479	2.08654441	0.351601956	47.825159	3.772833827	""	""
383	136	165.4	491.9	45807	54659	12.9	18.29524872	"(45201, 48021.6]"	47.4	46.2	48.4	"Hancock County, Maine"	"Maine"	"Northeast"	2.18	54.1	7.8	24.7	NA	14.3	33.1	20.1	57.7	7.7	64	46.6	36.7	37.7	18.1	96.6573969	0.481173845	0.900142706	0.075011892	49.67789586	5.103569855	""	""
313	139	200.2	458.3	39001	51113	17.3	0	"(37413.8, 40362.7]"	44.9	44.2	45.4	"Somerset County, Maine"	"Maine"	"Northeast"	2.34	51.2	16.4	35	NA	7.1	41.3	10.7	52.6	9.5	56.1	39.7	34.8	46.9	25.4	96.96182407	0.325726584	0.30052155	0.046532369	48.88990826	4.712136228	""	""
250	93	180.1	484	46598	39155	15	0	"(45201, 48021.6]"	45	44.3	46	"Waldo County, Maine"	"Maine"	"Northeast"	2.26	53.7	11.6	41.3	NA	5.4	34	19.1	57.2	7.5	62.1	45.9	38.2	41	21.5	96.89809113	0.500307882	0.631157635	0.264265189	50.29606821	4.975063861	""	""
1246	451	173.7	497.7	55482	201169	11.2	159.0702345	"(54545.6, 61494.5]"	44.1	42.9	45.2	"York County, Maine"	"Maine"	"Northeast"	2.4	52.6	9.3	36.1	43	11.6	31.6	20.4	63.1	5.9	72.2	56.4	50.2	33.1	15.7	96.10180187	0.684087699	1.127793191	0.173776304	51.22310568	5.050755137	""	""
53	24	189.6	430.5	53244	11721	14	0	"(51046.4, 54545.6]"	34.8	33.1	37.4	"Ward County, Texas"	"Texas"	"South"	2.86	50	20.9	40.8	NA	2.6	35	7.9	55.4	4.4	61.1	NA	45.3	29.6	17.1	84.36525612	6.262806236	0.356347439	7.091314031	50.42492918	7.0703125	""	""
106	51	191.1	428	41872	18270	16.4	0	"(40362.7, 42724.4]"	41.9	39.7	44.6	"Young County, Texas"	"Texas"	"South"	2.54	58.1	26	40	NA	5.3	35.9	11.7	57.5	5.6	58	NA	37.4	31.8	17.2	94.07496317	1.096622838	0.332805936	2.291450707	58.00421644	6.038978864	""	""
93	35	154.2	417.4	48622	20984	12.1	0	"(48021.6, 51046.4]"	34.1	33.7	35	"Sevier County, Utah"	"Utah"	"West"	2.9	59.6	22.8	33	NA	3.9	33.7	10.2	55.5	5.9	66.3	50.9	45.5	30.5	14.8	95.25657611	0.378515644	0.201236165	1.346365771	62.82269504	9.947524527	""	""
188	76	184.3	476.2	45029	30780	13.9	259.9090318	"(42724.4, 45201]"	43.1	42.2	44.4	"Caledonia County, Vermont"	"Vermont"	"Northeast"	2.43	49.5	12.1	43.2	NA	7.9	36.1	16	58	7.2	60	NA	40.6	46.3	29	96.50135431	0.615890623	0.744872952	0.067715723	48.8646537	3.307540586	""	""
232	95	187.8	450.4	59184	48799	9.1	0	"(54545.6, 61494.5]"	39.9	39.1	40.9	"Franklin County, Vermont"	"Vermont"	"Northeast"	2.57	53.4	12	39.3	NA	13.7	37.6	15.4	66.2	4.9	67.9	NA	48.9	39.1	23.2	95.46862737	0.448180429	0.313932835	0.349043744	53.47605031	4.602473498	""	""
174	63	175.5	479.7	53025	28899	12.8	34.60327347	"(51046.4, 54545.6]"	45	43.8	46	"Orange County, Vermont"	"Vermont"	"Northeast"	2.32	54.4	12.7	33.6	NA	7.5	34.9	18.1	NA	4.5	66.9	49.5	43.8	42.6	23.3	96.55017457	0.525424315	0.456289536	0.404438453	51.98386566	4.652301665	""	""
274	112	183.7	463.3	49616	43386	12.9	0	"(48021.6, 51046.4]"	45.8	44.3	47.2	"Windham County, Vermont"	"Vermont"	"Northeast"	2.21	50.7	11.9	30.9	NA	8.3	30.7	20.2	60.9	6.8	63.7	47.1	39.1	45.7	26.7	94.90628848	0.930274978	1.051119522	0.262209859	47.13228735	3.546703589	""	""
425	174	143.8	372.9	67083	105703	9.1	113.5256331	"(61494.5, 125635]"	38.6	36.9	40.4	"Albemarle County, Virginia"	"Virginia"	"South"	2.45	51	4.5	29.8	NA	13.8	18.2	25.4	57.6	3.8	81.9	NA	55	22.4	8.9	81.52519688	9.366877449	4.440004655	1.347131163	52.90453762	5.043113678	""	""
84	35	216.5	522.5	51738	12903	12.9	0	"(51046.4, 54545.6]"	45.8	41.2	48.4	"Amelia County, Virginia"	"Virginia"	"South"	2.68	57.5	12.2	56.8	NA	5.8	34.1	11.4	55.1	5	68.7	NA	44	32.8	15.2	73.34272521	24.32495891	0.101745324	0.297409408	61.56462585	6.59515296	""	""
391	163	167.1	408.9	57808	74314	9.8	26.91282935	"(54545.6, 61494.5]"	44.2	43	45.4	"Augusta County, Virginia"	"Virginia"	"South"	2.5	57.3	16.2	50	NA	2.8	40.1	14.7	56.2	4.7	74.9	55.8	47.9	30.9	13.1	93.09818643	4.045751016	0.580665199	0.773770138	59.29662522	5.594450511	""	""
31	14	173	419.3	43852	4470	11.5	0	"(42724.4, 45201]"	48.3	45.8	49.4	"Bath County, Virginia"	"Virginia"	"South"	2.1	55.1	5.7	48.2	NA	0.9	38.9	12.6	60.7	6	74.8	46.6	38	31.5	9.8	94.04320314	3.425703688	0	0.130918612	47.34389562	8.043694141	""	""
138	60	185.4	414.5	52288	27852	12.1	0	"(51046.4, 54545.6]"	42.4	41.3	43.3	"Dinwiddie County, Virginia"	"Virginia"	"South"	2.74	45.1	5.2	48.5	NA	4.9	39.7	9.7	55.3	9.7	71.1	56.4	49.6	31.2	15.2	64.47883316	32.96335824	0.448239061	0.761294913	49.82392595	5.697445973	""	""
1459	565	169.1	444.7	62446	325155	11	153.772816	"(61494.5, 125635]"	37.9	36	39.7	"Henrico County, Virginia"	"Virginia"	"South"	2.54	46.9	13.9	32.3	NA	15.3	22.8	25.2	65.4	6.7	76	62.9	55.6	24.4	12	58.59394601	29.55648803	7.371481258	1.53733253	44.87314289	5.200247219	""	""
419	189	187.9	426.3	39922	82005	17.2	512.1638924	"(37413.8, 40362.7]"	40.5	39.4	41.9	"Cullman County, Alabama"	"Alabama"	"South"	2.55	57.6	20.6	30.6	44.7	4.1	34.7	9.1	49.7	7.3	62.6	47.9	42.1	35.3	19	95.69320077	1.19063793	0.557030816	0.737355648	54.8502573	3.913308575	""	""
1459	520	149.4	443.7	61775	281401	14.5	156.3604962	"(61494.5, 125635]"	39.3	37.1	41.5	"San Luis Obispo County, California"	"California"	"West"	2.51	48.2	6.3	20.1	66.4	7.2	19.7	20.8	54	6.6	71.9	55.9	45.6	30.3	13.9	85.00670845	2.054846537	3.662342641	5.069127757	50.36688036	4.076692166	""	""
291	116	182.8	444.6	41403	74492	21.6	255.0609461	"(40362.7, 42724.4]"	32.1	31	33.2	"Yuba County, California"	"California"	"West"	2.87	49.5	15.2	35.5	43.7	5.6	25	9.9	46.4	14.8	52.1	NA	30.7	44.9	29.8	70.0872857	3.344363196	7.185751052	10.01947247	50.52309161	7.98203179	""	""
2371	1004	180	442.9	49072	470690	17.7	31.86810852	"(48021.6, 51046.4]"	38.6	36.7	40.4	"Hampden County, Massachusetts"	"Massachusetts"	"Northeast"	2.57	42.2	17.5	30	NA	8.1	30.8	15.6	56.8	10	62.7	48.3	45	46.4	29.2	78.6437513	8.657147558	2.108789615	7.831578857	41.87394008	4.653517654	""	""
4132	1539	171.5	470.3	65217	818963	11.5	69.60021393	"(61494.5, 125635]"	39.8	38.4	41	"Worcester County, Massachusetts"	"Massachusetts"	"Northeast"	2.6	48.3	10.9	32.7	NA	13.8	28.9	21.3	61.8	7.8	74.7	60.9	56	34.3	19.4	84.97536794	4.641309106	4.469408769	3.03094576	49.56736261	4.642829838	""	""
161	66	167.7	422.1	45743	23154	13	0	"(45201, 48021.6]"	49.5	48.6	50.2	"Antrim County, Michigan"	"Michigan"	"Midwest"	2.38	60.1	25.4	27.6	41.3	5.7	33.7	15.8	49.3	9.7	64.6	41.6	35.4	45.7	21.8	96.07598745	0.322344952	0.275067692	0.709158895	58.22066261	3.888098625	""	""
120	46	157	424.1	58419	23813	8.9	0	"(54545.6, 61494.5]"	42.9	42.1	43.4	"Iowa County, Wisconsin"	"Wisconsin"	"Midwest"	2.43	58.7	9.9	50.1	NA	5.3	36.3	15.5	NA	4.7	76.2	60.9	54.1	31.4	15.3	96.97084438	0.412301738	0.593209643	0.824603475	56.25967592	5.031948882	""	""
571	210	160	457.2	49790	118212	12.6	676.7502453	"(48021.6, 51046.4]"	35.4	34.5	36.3	"La Crosse County, Wisconsin"	"Wisconsin"	"Midwest"	2.41	47.2	5.3	26.7	NA	8.4	27.7	19.5	65.1	5.4	76.9	62.4	56.5	28.6	13.7	91.48469004	1.389173672	4.463980589	0.651014968	47.7074118	4.937288473	""	""
132	53	165.9	448.8	40968	19223	15.9	1404.567445	"(40362.7, 42724.4]"	47.2	46.3	48.3	"Langlade County, Wisconsin"	"Wisconsin"	"Midwest"	2.21	54.5	18.6	48.6	27.5	5.3	42.4	10.3	54.3	8.2	63.2	46.1	40.1	43.4	23.3	96.18945322	0.777453839	0.317119329	0.368267608	49.67290256	7.291666667	""	""
